"행정구","행정동","청년인구","사업체수","종사자수","혼인","대학 수","교통밀접도","완전월세액","행정동코드","필요도지수","cluster"
"성북구","보문동",0.301143149633168,0.0767243451093487,0.0303511661576877,0.21183800623053,0,0.0784313725490196,0.291300654184352,1108061,0.131498264706776,3
"성북구","정릉1동",0.279531365523517,0.0444604662340783,0.00992362385186661,0.208722741433022,0,0.0980392156862745,0.101334430365271,1108062,0.112634141760088,3
"성북구","정릉4동",0.370698970596599,0.0547945205479452,0.0225552891801434,0.261682242990654,0,0.303921568627451,0.111507017816545,1108065,0.202427128883605,3
"성북구","길음1동",0.465051470170051,0.0595409757269887,0.0213243612363206,0.32398753894081,0,0.264705882352941,0.3935950803962,1108066,0.236301677103145,2
"성북구","월곡2동",0.357220042086106,0.0925859168469118,0.0508080162716951,0.242990654205607,0,0.313725490196078,0.155302177790273,1108072,0.213820030435814,3
"성북구","성북동",0.300972530284934,0.0695145397740928,0.029495378158649,0.199376947040498,0,0.46078431372549,0.294450526389191,1108081,0.219563551966356,3
"성북구","삼선동",0.430927600523233,0.109168469118,0.0506321694225776,0.258566978193146,0.5,0.362745098039216,0.225719203132123,1108082,0.252451234854144,3
"성북구","동선동",0.396234999715634,0.121365056476808,0.056728193525319,0.180685358255452,0.25,0.147058823529412,0.231839068789914,1108083,0.173388586827795,3
"성북구","석관동",0.579707672183359,0.128935352078827,0.0568630094429758,0.401869158878505,0.25,0.264705882352941,0.193143290498622,1108085,0.30894142286113,3
"강북구","번1동",0.344707956548939,0.112833453496756,0.0548056013083006,0.258566978193146,0,0.215686274509804,0.061331100278866,1109060,0.198432343262459,3
"강북구","수유1동",0.330432804413354,0.0874789714011055,0.0296946712543156,0.308411214953271,0,0.362745098039216,0.0972334471428719,1109063,0.234590732060363,3
"강북구","수유2동",0.314792697491896,0.0758832011535688,0.0205975275933014,0.14018691588785,0,0.117647058823529,0.137818856226633,1109064,0.120977540831243,3
"강북구","삼양동",0.34931467895126,0.0626051429944725,0.018909397841773,0.249221183800623,0,0.313725490196078,0.0396839044313798,1109069,0.198007958145027,3
"강북구","미아동",0.382414832508673,0.10352078827205,0.0383404746692614,0.218068535825545,0.25,0.225490196078431,0.0682314976563792,1109070,0.19563555156211,3
"강북구","송중동",0.474947392367628,0.126171593366979,0.0488150853150296,0.336448598130841,0,0.53921568627451,0.090159143541009,1109071,0.325567559728353,3
"강북구","우이동",0.297389523972018,0.0600216294160058,0.0232645381382508,0.199376947040498,0,0.343137254901961,0.0670119579224828,1109074,0.186332499309116,3
"도봉구","창1동",0.379571176704772,0.0913842826243691,0.0215412390168989,0.401869158878505,0,0.186274509803922,0.135789613816964,1110059,0.217526260153715,3
"도봉구","창5동",0.411875106637093,0.128574861812064,0.0414764101451909,0.305295950155763,0,0.166666666666667,0.0719567310992773,1110063,0.210217738662692,3
"도봉구","도봉2동",0.394983791161918,0.0846551309781303,0.0353803860424494,0.252336448598131,0,0.411764705882353,0.130145105515555,1110065,0.248137800679759,3
"노원구","월계1동",0.371779559802082,0.0870583994232156,0.0377367338206245,0.208722741433022,0.25,0.42156862745098,0.0904715764480119,1111051,0.228656182908122,3
"노원구","공릉2동",0.676448842632088,0.116438356164384,0.0665052783362543,0.492211838006231,1,0.549019607843137,0.15017384695127,1111056,0.42947454248666,1
"노원구","하계1동",0.420747312745265,0.0643475126171593,0.0448292234016987,0.190031152647975,0,0.313725490196078,0.110918450180363,1111058,0.209959558980895,3
"노원구","상계1동",0.579650799067281,0.190218697428503,0.0541315217200166,0.383177570093458,0,0.264705882352941,0.119872605537893,1111065,0.310526023089372,3
"노원구","상계2동",0.318887561849514,0.159276616198029,0.0600985914667386,0.158878504672897,0,0.235294117647059,0.0664598681197574,1111066,0.187338878423411,3
"노원구","상계5동",0.345390433941876,0.093126652247056,0.0272738462981307,0.227414330218069,0,0.186274509803922,0.075152638780549,1111069,0.172344559078173,3
"노원구","상계9동",0.313996473866803,0.0409156452775775,0.0131123133825314,0.21183800623053,0,0.176470588235294,0.109743103022016,1111073,0.146274316941507,3
"노원구","상계3.4동",0.351305238013991,0.0708363374188897,0.0205389119769289,0.252336448598131,0,0.196078431372549,0.0979757891675146,1111076,0.173525276060985,3
"노원구","중계2.3동",0.489279417619291,0.0820115356885364,0.0285458051734143,0.383177570093458,0,0.284313725490196,0.188530193978391,1111078,0.262159895744546,3
"은평구","녹번동",0.630893476653586,0.116858928142273,0.0542077220213009,0.654205607476635,0,0.245098039215686,0.307194866503776,1112051,0.374315530312424,1
"은평구","불광1동",0.618495137348575,0.096731554914684,0.0395714026130842,0.629283489096573,0,0.323529411764706,0.177176496770771,1112052,0.376296437371497,1
"은평구","갈현1동",0.384917249616106,0.0889810141792838,0.0269514604080819,0.317757009345794,0,0.401960784313726,0.0617476310733182,1112055,0.26000738255535,3
"은평구","신사1동",0.454131831883069,0.0799086757990868,0.022174287673722,0.320872274143302,0.25,0.176470588235294,0.112728620077601,1112065,0.212690482403633,3
"은평구","신사2동",0.323778649832224,0.101357846671473,0.020122741100684,0.199376947040498,0,0.274509803921569,0.0362642244159806,1112066,0.179827682741953,3
"은평구","증산동",0.233066029687767,0.0557558279259793,0.0195541696218707,0.155763239875389,0,0.0980392156862745,0.0868778578330949,1112067,0.0958049879886921,3
"은평구","수색동",0.181368367172837,0.0298606104301851,0.011611753603395,0.137071651090343,0,0.156862745098039,0.0482487672787468,1112068,0.0830620075074718,3
"은평구","진관동",0.793607461752829,0.112773371785628,0.0708252492629086,0.489096573208723,0,0.637254901960784,0.135316294000761,1112071,0.480196836709963,1
"은평구","역촌동",0.750383893533527,0.151225666906994,0.0439324044711992,0.595015576323987,0,0.450980392156863,0.140773623796167,1112074,0.438996992099886,1
"서대문구","홍제3동",0.230563612580333,0.0684931506849315,0.0199527558132038,0.149532710280374,0,0.401960784313726,0.182194880685078,1113064,0.170828949527919,3
"서대문구","홍제2동",0.21276232724791,0.0346671473203557,0.00829997127834798,0.152647975077882,0.25,0.0588235294117647,0.0796495606801591,1113065,0.0723712848939503,3
"서대문구","남가좌1동",0.227264971847808,0.0404950732996876,0.0112600599051599,0.171339563862928,0,0.117647058823529,0.0921420987040774,1113069,0.0966028095250359,3
"서대문구","북아현동",0.297901382016721,0.0507690459024273,0.0125261572188062,0.230529595015576,0,0.117647058823529,0.111898196659904,1113074,0.134635192379629,3
"서대문구","신촌동",0.605698686231019,0.233357366017784,0.219011389014261,0.230529595015576,0.5,0.46078431372549,0.16113567293271,1113075,0.386710534623208,1
"마포구","용강동",0.339134391173292,0.153148281663062,0.108614737138268,0.305295950155763,0,0.156862745098039,0.127897974631211,1114059,0.213923377510881,3
"마포구","대흥동",0.32389239606438,0.0933669790915645,0.0575253659079852,0.227414330218069,0.25,0.274509803921569,0.142939716548917,1114060,0.197708934189485,3
"마포구","성산2동",0.765625888642439,0.104542177361211,0.0668159411030287,0.685358255451713,0,0.362745098039216,0.113820859714035,1114073,0.443935265548634,1
"마포구","상암동",0.470738781777854,0.151045421773612,0.243823379424746,0.289719626168224,0,0.784313725490196,0.124031495041616,1114074,0.434896046364006,1
"마포구","도화동",0.375191946766763,0.124068733477529,0.0966630129599128,0.317757009345794,0.25,0.323529411764706,0.122743578892559,1114075,0.25778369471151,3
"마포구","공덕동",0.737359949951658,0.164563806777217,0.105004015169722,0.576323987538941,0,0.294117647058824,0.146862472379819,1114077,0.407420517550195,1
"마포구","아현동",0.472615594608429,0.0962509012256669,0.0624432161216391,0.507788161993769,0,0.215686274509804,0.318245669032592,1114078,0.289386695601843,3
"양천구","목1동",0.380424273445942,0.171533285267964,0.125337772489347,0.317757009345794,0,0.186274509803922,0.118585008145958,1115051,0.247336423080991,3
"양천구","신정1동",0.256440880395837,0.0695746214852199,0.0295364090901098,0.180685358255452,0,0.215686274509804,0.23581539282727,1115064,0.143922695923489,3
"양천구","신정7동",0.386680316214525,0.0608627733717856,0.0244661582738873,0.196261682242991,0,0.205882352941176,0.146581444314894,1115070,0.170553620880337,3
"양천구","신정4동",0.587840527782517,0.184631098293679,0.0888378281741822,0.404984423676012,0,0.0980392156862745,0.164481190585629,1115072,0.282615509915889,3
"강서구","화곡본동",0.698117499857817,0.0824321076664263,0.0228366441387314,0.40809968847352,0.25,0.215686274509804,0.150149573534552,1116055,0.307447602466085,3
"강서구","화곡8동",0.460672240232042,0.0755827925979332,0.0227663053990844,0.283489096573209,0,0.235294117647059,0.0944868002473735,1116063,0.220388081080583,3
"강서구","가양1동",0.95091850082466,0.346851718336938,0.328657761000686,0.912772585669782,0,0.529411764705882,0.13125830963996,1116064,0.716036748342917,1
"강서구","공항동",0.4988341011204,0.12154530161019,0.210230769681659,0.495327102803738,0,0.568627450980392,0.0992315643069739,1116069,0.417152566395248,1
"강서구","방화2동",0.385429107660809,0.195986541696708,0.0805085490876479,0.292834890965732,0,0.313725490196078,0.0946049572705864,1116071,0.264755421218065,3
"강서구","방화3동",0.356878803389638,0.0526315789473684,0.0258787946284649,0.401869158878505,0,0.137254901960784,0.0833802966486272,1116072,0.19636818990406,3
"강서구","우장산동",0.615822100892908,0.0989545782263879,0.0451223014835613,0.950155763239875,0.25,0.235294117647059,0.233721406411536,1116074,0.439077837605745,1
"구로구","신도림동",0.599499516578513,0.166246094688777,0.0869738515735362,0.672897196261682,0,0.362745098039216,0.154186331057167,1117051,0.426058667583606,1
"구로구","구로3동",0.518739691747711,0.472602739726027,0.539826380544305,0.398753894080997,0,0.352941176470588,0.198845094973254,1117054,0.516869329362861,1
"구로구","구로4동",0.325143604618097,0.127132900745013,0.0337684565922053,0.299065420560748,0,0.166666666666667,0.125390909106354,1117055,0.186663234643444,3
"구로구","수궁동",0.361883637604504,0.0745614035087719,0.0346769986459793,0.336448598130841,0,0.42156862745098,0.0970374525294682,1117069,0.260300742333982,3
"구로구","오류2동",0.557299664448615,0.102859889449652,0.0520154979689689,0.570093457943925,0.25,0.627450980392157,0.155203617199064,1117068,0.420127902236185,1
"금천구","가산동",0.679633737132457,1,1,0.616822429906542,0,1,0.107391868855103,1118051,1,1
"영등포구","여의동",0.517488483193994,0.487563085796684,0.939901408533261,0.411214953271028,0,0.46078431372549,0.225423069261014,1119054,0.651094687529399,1
"영등포구","당산1동",0.440652903372576,0.185652487382841,0.111082454587551,0.604361370716511,0,0.176470588235294,0.212162118615019,1119055,0.323378351272985,1
"영등포구","당산2동",0.882045157254166,0.136505647680846,0.132846432946666,0.803738317757009,0,0.362745098039216,0.258022548411293,1119056,0.524216335241672,1
"영등포구","양평1동",0.39924927486777,0.183309300648882,0.13951102852822,0.61993769470405,0,0.186274509803922,0.160812004379896,1119061,0.335190904261888,1
"영등포구","신길1동",0.360689302166866,0.0645277577505407,0.0292902235013452,0.330218068535826,0,0.215686274509804,0.159560857304242,1119063,0.206613709340639,3
"영등포구","신길6동",0.340669965307399,0.0727589521749579,0.0270862763257387,0.196261682242991,0,0.215686274509804,0.18765606318006,1119068,0.165003364723238,3
"영등포구","영등포동",0.772166296991412,0.352439317471762,0.199926144323371,0.728971962616822,0,0.352941176470588,0.205205197101831,1119074,0.536986224643208,1
"영등포구","문래동",0.569072399476767,0.317832251862533,0.260100936091393,0.629283489096573,0,0.382352941176471,0.255766020328277,1119076,0.485538630133036,1
"동작구","상도1동",0.91628277313314,0.105022831050228,0.0500460132588524,0.651090342679128,0.25,0.42156862745098,0.161634161528495,1120053,0.48137123603319,1
"동작구","상도2동",0.508559403969744,0.0829728430665705,0.029401593172453,0.255451713395639,0,0.303921568627451,0.154008068137407,1120054,0.251248885465559,3
"동작구","사당1동",0.561053290109765,0.106524873828407,0.0558724055262803,0.700934579439252,0,0.0980392156862745,0.367275837224112,1120063,0.321945023429162,1
"동작구","사당3동",0.425581527611898,0.0552150925258351,0.0219749945780555,0.271028037383178,0.25,0.186274509803922,0.401780515983409,1120065,0.187234448452567,2
"동작구","대방동",0.675311380310527,0.100696947849075,0.0668686951577639,0.448598130841121,0,0.441176470588235,0.208222597825608,1120068,0.382811959096341,1
"동작구","사당2동",0.462264687482227,0.0970920451814468,0.0376839797658892,0.389408099688474,0,0.245098039215686,0.179959901289068,1120073,0.258963202266011,3
"관악구","중앙동",0.421941648182904,0.056957462148522,0.0306735520477366,0.208722741433022,0,0.0392156862745098,0.258648060398142,1121061,0.147478971276621,3
"관악구","인헌동",0.610646647329807,0.0622446527277097,0.0193138455947434,0.46417445482866,0,0.205882352941176,0.273863953693474,1121062,0.286604174699015,3
"관악구","신사동_관",0.550076778706705,0.0806296563326123,0.0238741405485249,0.246105919003115,0,0.147058823529412,0.254851971213518,1121068,0.206222717621082,3
"관악구","신림동",0.794631177842234,0.100336457582312,0.0372502242047326,0.404984423676012,0,0.117647058823529,0.152504859208777,1121069,0.313512827915378,3
"관악구","은천동",0.617528294375249,0.0928262436914203,0.0373674554374777,0.507788161993769,0,0.362745098039216,0.29390548838006,1121078,0.352574664903332,1
"서초구","서초1동",0.362793607461753,0.227950012016342,0.186040104804722,0.43613707165109,0.25,0.294117647058824,0.361679770121287,1122051,0.32814986295696,1
"서초구","서초2동",0.414320650628448,0.303713049747657,0.309021529515894,0.333333333333333,0,0.411764705882353,0.17687952145422,1122052,0.39036923747177,1
"서초구","잠원동",0.425922766308366,0.131098293679404,0.104165811855595,0.292834890965732,0,0.186274509803922,0.135926567095453,1122055,0.231659132542739,3
"서초구","반포1동",0.551214241028266,0.103340543138669,0.0584514926466709,0.29595015576324,0,0.186274509803922,0.15926604711689,1122057,0.250437771579432,3
"서초구","반포4동",0.280782574077234,0.196707522230233,0.173467055092818,0.221183800623053,0.25,0.294117647058824,0.148460371715722,1122060,0.241065088391073,3
"서초구","방배1동",0.308991639651937,0.113554434030281,0.0940722027162477,0.221183800623053,0,0.156862745098039,0.236731330621247,1122062,0.178842674808372,3
"서초구","방배2동",0.34123869646818,0.110249939918289,0.102712144569556,0.26791277258567,0,0.284313725490196,0.270966044016725,1122063,0.22655859467224,3
"서초구","방배3동",0.32360803048399,0.0702355203076184,0.0793831292532957,0.205607476635514,0.25,0.42156862745098,0.106648431388314,1122064,0.225946151482945,3
"서초구","방배4동",0.386623443098447,0.128094208123047,0.084125132617832,0.286604361370716,0,0.225490196078431,0.297686898808889,1122065,0.23004401083309,3
"서초구","양재1동",0.689984644258659,0.216234078346551,0.256285059465543,0.825545171339564,0,0.666666666666667,0.306658593259088,1122066,0.604448389751986,1
"서초구","양재2동",0.44804640846272,0.298726267724105,0.281231865793685,0.404984423676012,0,0.480392156862745,0.373027053469798,1122067,0.426716440357831,1
"강남구","논현1동",0.592276630836604,0.317952415284787,0.243524439781247,0.43613707165109,0,0.156862745098039,0.173891673330356,1123052,0.382962520356263,1
"강남구","논현2동",0.45987601660695,0.335195866378274,0.363305451838479,0.277258566978193,0.25,0.225490196078431,0.203116591251184,1123053,0.360096886244491,1
"강남구","삼성1동",0.217596542114542,0.244051910598414,0.370978236021641,0.14018691588785,0,0.264705882352941,0.226273726805372,1123058,0.257871747184481,3
"강남구","삼성2동",0.50201899562077,0.218937755347272,0.21833144786434,0.317757009345794,0,0.205882352941176,0.272053789681563,1123059,0.315922906421228,1
"강남구","대치1동",0.227037479383495,0.0631458783946167,0.0361541121785666,0.0404984423676012,0,0.137254901960784,0.0744472260543636,1123060,0.0824540993547261,3
"강남구","역삼1동",1,0.927301129536169,0.912058990756317,0.722741433021807,0,0.392156862745098,0.238234438625067,1123064,0.925924609415247,1
"강남구","역삼2동",0.562304498663482,0.225787070415765,0.22364202270769,0.280373831775701,0,0.225490196078431,0.182309398710644,1123065,0.322615229383194,1
